Gene	MB176	MB95	MB40	MB37	MB38	MB28	MB113	MB18	MB19	MB90	MB26	MB35	MB110	MB64	MB7	MB91	MB206	MB9	MB200	MB12	MB1M21	MB4M23	MB4M26	MB4M77	MB1M1
ENSG00000150667.6	0.423366989102575	0.990549391096339	0.853464551935894	0.447874747693384	0.92361692735417	0.528622696010723	0.449167754564427	1.20937926940407	0.333758789082679	0.54163075400579	0.426236024338142	0.464259604398539	1.02796737258427	2.06995514399251	0.72867891912031	1.15099699231131	0.501929398899589	0.591838249903671	0.153065847978448	0.828265195765449	1.40999479326435	0.689760906748104	0.621707033765778	2.34498989089976	0.962645330110073
ENSG00000259580.1	4.72956537946323	3.9297397080897	4.61803151592491	1.68495459006014	5.8177790071254	1.66788772268993	5.25558207107863	11.0089329692208	4.55772653708443	3.2277294529436	2.99258499667977	1.4543843870277	5.51585566484141	6.76221724604067	8.71552945064947	5.624481823554	3.90657689794785	3.12632041568612	3.00475961008006	3.0555782489467	4.98278847790448	2.70348337113419	2.66278295594022	15.8514406604489	3.1387015807422
ENSG00000261136.1	0.24288295805267	0.417259729681898	0.249720530695124	0.181711873414428	0.229875898485403	0.262810084993827	0.113482459758248	0.479066127416113	0.170819604323309	0.0603334603276664	0.108633384677064	0.0830531287636426	0.244459203726129	0.224954133771512	0.345019091909191	0.581354540559086	0.150090933232249	0.461492689822053	0.185304117732359	0.328758008778298	0.170696366710006	0.207462429781625	0.238710011778135	0.899220308412741	0.440960195320248
ENSG00000166073.4	8.35875230718308	6.02024494638267	8.52016010096648	2.4493229332986	6.81769464685729	2.56388169150314	8.65337932668839	16.3638566037447	8.07319678633052	3.83665137622563	5.38474667846645	2.00641971892744	10.0977103048242	10.9824438456972	12.1297160405767	6.20355276820744	6.50708982621454	4.09594307308146	4.53584282299915	3.76698941500076	7.79753057194938	4.55672847602973	3.7070170581713	20.4216935811964	4.13459446663295
ENSG00000259432.1	0.14034711520481	0.555786513120209	0.57704821256095	0.0787500822514881	0.107419962071164	0.220100963093847	0.101640521717631	0.0981782681084811	0.0423677113856836	0	0.145946174211206	0.015390310973838	0.095349103143051	0.0237035392883701	0.134843440506308	0.333646001539681	0.0361152233719232	0.0473888122497825	0.0306401653360737	0.353342381921508	0.597314762406418	0.267571650177614	0.172316845744605	2.54006456539317	0.225683331677298
ENSG00000246863.2	0.123336661998027	0.065123156218053	0.119504614040362	0.0442914287777743	0.105413746102538	0.0365356682382998	0.101772276888656	0.282483163230912	0.125763547498235	0.0485434230353286	0.0837946385226272	0.0559031816464458	0.0856545880063738	0.140259411492776	0.106650042917497	0.0710805323688211	0.0902768633822656	0.0407197109598255	0.140017767323124	0.0310516321372435	0.182471698187081	0.326585050395026	0.0852503675785461	0.206886997134416	0.121642336367169
ENSG00000200305.1	0.454724653263585	0	0.144933039433913	0.255150266494821	0.0725084743980355	0.198090866784463	0.0997925122318558	0.117813921730177	0	0.243169383093121	0.551676538518358	0.166215358517451	0.171628385657492	0.703995116864591	0.0910193223417581	0.0818949276506489	0.195022206208385	0.0852998620496085	0.413642232036995	0	0	0.120407242579926	0	0	0.243737998211482
ENSG00000128829.7	7.04297126936195	3.66511506545566	4.91907576856439	4.57344592719282	3.80385355870082	3.93363217317327	4.80943951409633	6.41029527294155	6.06651234459609	3.54857593495325	3.77083627653059	4.3314004136895	3.88902107507994	2.55869843044039	5.38574866851492	4.12538630228231	4.40128254793015	4.98965991895058	5.07994959120784	5.24508710880652	5.50837287226543	6.24234823772736	4.90230011237591	8.08863728209743	5.22332258482924
ENSG00000238564.1	0.0772590430302207	0.316502463614823	0.221620909813993	0.693612374937379	0	0.403874582764438	0.101730230915969	0.0600507853479059	0.233228081123132	0.0991564474748649	0	0.0847214206035551	0.116640650446839	0	0	0	0.265078726885184	0.52173702030343	0.0843348240075428	0.194509835484947	0.352299726370775	0.61372623645108	0	0	0.248470774875783
ENSG00000259389.2	0	0	0	0	0.0455891605496631	0	0	0	0	0	0	0	0.0179850104730905	0	0	0.0772362341615401	0.0204364587344117	0	0	0	0	0	0	0	0
ENSG00000140319.6	48.3295196004173	34.2473556044809	58.0332129918844	70.230588066415	42.1983047274133	43.362634130524	38.5342191216293	66.9393142644458	50.2375613203876	41.2370399575438	51.5164081330634	77.809927395355	26.7693201519896	68.7714332037714	45.1587487710278	32.4787930899393	49.1047434325393	38.4347139016744	54.8180141652101	36.901474669291	38.2354436527035	52.7780075518046	24.6627948324691	43.9922620782091	40.7629008555006
ENSG00000248508.2	1.5995608391272	1.99433787661293	2.32745410385048	0.5793411933353	2.96090487806566	1.06619495945755	1.17989970344724	2.01669713079304	2.920381423632	1.37319181040821	2.33094927367252	0.393050436023619	1.91012297449397	2.11198535059377	2.7851912636578	2.49731355847626	0.651603606625664	1.98096385512855	2.45265511701936	0.858621988069264	2.14265338343216	1.45763591311464	1.63113098924834	1.4877416903531	2.33558352403826
ENSG00000259584.1	0.0184205588706313	0.0880394584360676	0.0176133902089825	0	0.0440589688182507	0	0.133403184754391	0.028635328198307	0	0.0709244034021603	0.0191554353652208	0	0.0278101550833899	0.00777772382899643	0	0.039810034274621	0.00790020511260821	0.0621978160778395	0	0	0.0419986942317012	0.0731641230954413	0.0251295400044216	0.0406565212448603	0
ENSG00000104081.9	4.68373906211739	9.14293320157355	5.17835612300891	2.99205494260267	6.36941754586819	0.756069234523403	15.0276860810174	9.58160056120064	3.07245633825204	7.37061712638893	3.19034532097086	1.42421265291091	8.47176868950429	1.22752957982589	3.9986173563009	1.42710969939409	1.1716727920267	9.2245059189135	9.6194031240298	2.32454787052104	6.40865993889749	24.0646485335434	12.7692571935374	18.4664651325765	3.22783926950345
ENSG00000259409.1	0.0172617818484007	0.0471435339874573	0.0660215580935395	0.0968574764351274	0	0.0225591551110288	0.988725161863343	0.201254801220205	0.0868492131441887	0.26585112598467	0.0538512890093842	0.0757163238365828	0.36484993046495	0.0145769053975117	0.103655410475972	0.0932642885392422	0.0148064581720032	0.388567701310581	0.150741637705456	0.0651882203523303	0	0.0822739293116633	0	0.0761979053265928	0
ENSG00000259239.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156970.8	4.43041602520664	1.8596523215879	3.46110200739297	9.09585618258404	2.8286566704676	5.33696891257938	1.79084753016618	13.4648994191889	7.04502345075053	2.65481640831357	2.96914383666382	11.9450578275049	5.46614935598833	1.09146696006699	4.25753251087888	9.17146344580893	8.70454342187472	4.86043416363771	3.70864084313598	8.73936254240145	4.9020245363843	21.3932680532927	10.3296557416567	16.0725147364132	5.16595499225375
ENSG00000137843.7	0.651158641899026	0.455951958807616	0.762375488525932	0.425377441453588	1.10273079251007	0.167713187198433	2.12474456012249	1.14893642350275	0.497404649841419	0.71523824222313	0.153220600514282	0.40914740707185	0.592895729757515	0.697382052387005	0.51374203143474	1.16972663945391	0.55955677053817	0.381155498258106	0.758786743403687	0.565405848497156	0.623113372982206	0.874062729285219	0.457127233313223	1.3060596318552	0.307629599803278
ENSG00000259288.1	1.39278733574021	0.875373523598551	1.46468645076572	1.5601229494507	1.87440622671466	0.814216907957488	3.31702756000694	3.07560656072868	1.43777453439058	1.42573883202738	0.511340434440341	1.77857424230498	1.41089526999575	1.05223469424601	1.10998814483098	2.82366609976315	1.70699637300805	1.10978128512617	1.40512566690018	1.34816522660288	1.38526395157244	3.25987709327115	1.71742642085217	3.26725327635823	0.952163160272937
ENSG00000260648.2	0.0217422989948435	0.113362283291747	0.0396891892637578	0.0199633218941552	0.0321479450572512	0.0464967384777241	0.0117118633953184	0.0798887248691963	0.033812085614059	0.0190259204357509	0.0164434139647797	0.0325123186369828	0.0373012512295841	0.00834569471963849	0.0118691366690072	0.0982495033662777	0.0457764492963051	0.0400438994718728	0.0258911680261607	0.144312190410714	0.0630919281453873	0.248081986388596	0.180663041700938	0.641294516923399	0.0349624177762372
ENSG00000176753.3	0.189797258788465	0.108383107300306	0.0824911596951477	0	0.112252928708147	0	0.0772461553919612	0.0241401032166127	0.031252158311816	0.0199301879464874	0	0	0.0677284609489669	0.206902294261039	0.120188133794733	0.0708501217099066	0.0325600821293272	0.0543758877766368	0.015067626839162	0.034751974076235	0.0681886865583215	0.16447650222323	0.00941540440755431	0.289426475609552	0.0388437616403815
ENSG00000137841.7	2.10364286021701	1.00534387989035	0.486560918099565	0.822555859128543	1.0461937020288	0.657944664676965	1.62661794937925	1.11250003233782	0.618810687438899	0.142427781525971	0.112587048677216	0.308685665818123	0.311382928264307	0.365711749020567	0.763262031637314	0.490199638366027	0.51541583069359	0.671431771276204	1.04356025968191	1.28248141392568	0.801437939885917	1.4190853589777	0.44014645741622	1.62971250547561	0.396944739944414
ENSG00000230778.1	0.104431514857122	0.703523411394628	0.0665702937032408	0.0468780017182087	0.279757105945176	0.00909866186017873	1.16882962161327	0.698070677968177	0.0560454764786996	0.0134030368634004	0.0289593983474204	0.0152691274228629	0.283794968410026	0.623197777038328	1.92311166627599	0.285879931168932	0.286646812274792	0.101867289324336	0.106396164670933	0.0525840237662717	0.328052792738958	0.442441311317314	0.0854800100937805	0.891242166501504	0
ENSG00000259307.1	0.0420300075639757	0.0573939326625471	0.0937726971689489	0.0471668626442892	0.0134038553024538	0	0.0184475594794804	0	0.0140977067815039	0	0.0291378453442795	0	0.0105756927781905	0.0118309038525579	0.084128775051801	0.0302780542370357	0.024034426821456	0	0.0152931106915086	0	0.0212951125681865	0.0222583811107258	0	0.0309218612284853	0.0675858005604022
ENSG00000244705.1	0.169673378083427	0.104263604751578	0.0324476953956521	0.0856847909870669	0.0243498608053104	0.0665230522783643	0.0446832144321742	0.105505004534487	0.0512206660035876	0.0326645439975834	0.00882211948590125	0.0651216889713893	0.0384242654457071	0.0501489058824844	0.0815098409030669	0.0183346852949214	0.0654925319356518	0.0572909521228713	0.101867116844932	0.021358755922121	0.0515804858794454	0.0673921133842871	0.0231470389806186	0.0374490771381229	0
ENSG00000259198.1	0.0296928411645998	0.00810939148067829	0.00378556446282608	0.00666437263232743	0.00378775612527051	0.00517401517720611	0.00390978126281524	0.00461584394838382	0.00199191478902841	0	0.00205849454671029	0.00217072296571298	0.00747138494777639	0.00668652078433126	0.00237737035967278	0.0213904661774083	0.0101877271899903	0.002227981471445	0.015125723410308	0.00249185485758078	0	0.0314496529126673	0.00270048788107217	0.013107176998343	0
ENSG00000259330.1	7.97107820220046	5.36011663828941	7.7755111686199	6.44963173639688	13.5477323755319	5.09483706616099	8.22028219445236	24.6055565573089	12.2404169803366	10.6687496511613	11.9111979907373	6.86058089638317	10.7296634703552	9.76316460279843	16.9420056813409	7.81724309392558	10.5259460118533	11.1277547310171	5.22066635283056	2.78257125763187	30.2390598468249	28.90381939305	12.7018402204167	31.4903237278372	11.0728449187489
ENSG00000188549.8	0.498017346616909	1.20530825014151	0.577512810260965	0.210473488806314	0.757283913370162	0.134324599081208	0.106735466644791	0.364030899300768	0.345463272225529	0.252267997826699	0.153161861892247	0.0987664497182589	0.286352020278079	0.144062915513811	0.234153569592912	0.616011246735707	0.0954336361938504	1.03876150249626	0.217451335829835	0.574891819353078	0.488012523759677	0.673382714827817	0.423541498748291	0.710963997609189	0.258991907553612
ENSG00000252714.1	0.28420290828974	0.485115383219148	0	0	0	0.278565281415651	0.0467777401086824	0.220901103244083	0	0.0455942593299602	0.0738852506944229	0	0.0536338705179662	0	0	0.4606589680349	0	0.319874482686032	0	0	0.215993284620178	0.451527159674723	0.0969282257313404	0.470454031547669	0.228504373323265
ENSG00000233041.4	0	0	0.0242581867277803	0.00949017994401567	0	0	0.00556759499699514	0.0394382415993686	0	0	0	0.0278203177114756	0	0	0	0.0365524650512992	0	0	0.0276933694137415	0.0106453310600157	0	0	0	0	0
ENSG00000140323.4	5.48773776579269	5.67180657368206	11.1361042792269	7.67991940216331	14.854281533782	12.5617804257643	6.85815404237385	14.5330797376981	11.7781909918985	3.87312255469264	6.02192655514769	3.69572826253025	7.91213164087434	6.25341630328235	19.9937996624985	15.3753727733668	8.67379270834182	4.3544004225943	3.02876345612391	40.4022243544795	6.68756310981028	10.1831555523625	3.24146281556164	13.7153135107086	3.50653239836544
ENSG00000259368.1	0.0165097125147567	0.0450895625896635	0.0789313752103779	0.166747580800558	0.0789770727364495	0.129457724143373	0.434780654952069	0.153989150809153	0.166130652528925	0.0953506502170122	0.0858417850391636	0.108626219778002	0.236790200129112	0.0836508720529408	0.198278606761091	0.10704108800811	0.226581816341693	0.204401121716385	0.108130541984775	1.51713636204493	0	0	0	0	0
ENSG00000259714.1	1.64710114430264	3.0079573287683	7.57103452254836	4.38718475681245	9.32213066730853	7.10607760272941	2.78286725195194	8.00532377142895	6.27020997479995	1.18431372863059	4.66379916602801	2.15437487754227	3.70006831423695	4.32356103284103	10.7486783279151	8.62041121230397	7.14919309541962	2.72491579265707	1.66797877606938	22.7823889103665	10.6477687041688	12.3905358230939	3.49231672161198	11.387881461902	4.62707110071049
ENSG00000261374.1	0.988469839120653	1.1384690248094	3.33191419702368	1.98325709025774	4.92912063097311	3.79063153330807	1.25554506449803	4.04717429055219	3.6169373684842	0.826531817815891	2.52822905512961	1.08941967259164	1.89932542220712	2.45358398492045	5.56394151128037	4.01896531710917	3.75546212017967	1.05072948014057	1.10079695627411	6.12095850549586	5.6001069427746	5.83756066911964	1.25313480293065	4.55067371042848	2.61704883274123
ENSG00000128944.9	6.82086979895377	5.32623234541299	5.5057896014837	8.74207378593847	4.25466392875829	4.75873461585663	4.09063272122822	22.1222721708576	8.52686715526008	4.68869701308863	7.50742087515746	13.5002215761372	8.32825097452925	3.24595449651516	7.09846094354975	9.29319164633369	9.90242064282233	6.10580334383835	7.17693045126258	8.5039763952454	12.6782265148702	31.0429247249166	15.1846792862186	18.0490920915606	7.11252693056782
ENSG00000128928.4	7.61406747093033	7.04306860790604	6.56004359013236	7.45035056060335	5.99297613777374	7.81006835387844	5.4225329540428	12.371364076474	7.49235428978109	3.6420069136087	7.32269120930494	4.00480812392922	4.19218918956826	3.0555936850743	8.71913324612141	5.54072049897246	4.43202544043375	7.04629123027302	4.75444183029306	7.63532682072291	5.86165758197825	9.61439975707678	4.92516988865652	8.19891684447773	4.38675062426574
ENSG00000140320.7	3.76443051580699	6.3095622960463	5.42557502557525	2.60723698990426	10.0940420349205	5.16786132543646	4.58976415957831	10.9717615705966	10.4347123261693	4.20042817747113	4.53731656535451	2.89197449706893	7.81857140628495	4.04671557964653	10.9125966402297	6.45419031426881	4.55445912477993	7.79986469521174	4.25129640444028	7.03097277823334	8.15220843599544	8.12192733869099	3.69804685700172	12.5270910817651	3.6792898171127
ENSG00000259364.1	0	0	0.0260581663365768	0	0	0	0	0	0.0137114682395449	0	0.0141697741057797	0.014942305346175	0.0411437910822755	0	0	0	0	0.0153364478000152	0	0.0171528365196485	0	0	0	0	0
ENSG00000259211.1	0.0218317734763038	0.0745307584643958	0.135688339387717	0.0612500639733796	0.0522180371179268	0.0427974094904703	0.237161217341139	0.101814500260647	0.208700207936886	0.147102466315592	0.05675684552658	0.0598512093427035	0.263681470420289	0.0368721722263534	0.15731734725736	0.0353866971329964	0.121721678772038	0.245719767221094	0.0953249588233405	0.288562945235898	0	0	0	0.0481855066605751	0.0175531480193454
ENSG00000169105.6	7.64938474946479	3.10049314022433	3.88425830388062	6.8706826547466	5.05245923699712	5.94882041260769	4.64928947997252	9.04949460327171	6.98922407492133	3.18403374544174	3.04000426193571	5.13873644860469	5.63737448149825	3.05675181471122	6.68643540493749	3.24126984619148	3.74888858105682	5.14365166324667	6.18031267475148	5.45150605916356	1.59327042766315	2.91002462980884	2.18702592826084	4.11472161776606	2.28629352925812
ENSG00000244251.1	0.0282187284826693	0.0192669939434555	0.0134911073941142	0.0316675862670878	0.0134989181060173	0.0368786188162563	0.018578393234654	0	0	0.0090541791577226	0	0.0309443486601637	0.010650697691511	0.0119148109720796	0	0.060985584420696	0.0363073256239015	0	0.0154015724694626	0	0	0.0224162419696671	0.0577444749037772	0.0311411652088291	0
ENSG00000259536.1	0.0208863029714245	0.0332747559443405	0.0299566321664584	0.0507845018613927	0.0432957425867535	0.00454933093008936	0.048128278537017	0.045996905137438	0.0175142113995936	0.0268060737268008	0.0434390975211305	0.0419901004128731	0.0420436990237076	0.0235168972467294	0.0459874528892085	0.0338542023752682	0.0388167558288781	0.0548516173284884	0.037998630239619	0.0394380178247037	0	0.00553051639146643	0	0.0230493663750389	0
ENSG00000128891.11	0.818956576616597	2.14743212930644	1.87761020732868	1.76891006333222	1.94824602838801	1.9649890156227	0.927506088334411	2.14780855286488	1.81205741366292	1.07587267991547	1.61330939629154	1.54789013623993	1.46076634208137	2.15476766253762	2.57049596386766	2.06621811564467	1.15157365402766	1.15373784273158	1.2364784158636	2.30508100019366	1.43502661437754	2.30984754209179	1.14359166602915	1.89081031365782	2.19732003764601
ENSG00000223313.1	0	0	0	0	0	0	0	0.11894674790066	0	0	0	0.0839067915592901	0	0	0	0	0	0	0	0	0	0.12156500452781	0	0	0
ENSG00000166133.13	4.54967173078659	3.62799037314783	3.44129008831883	3.9531281288931	3.49606860157568	3.20035604376978	4.12143075517564	8.01276044471282	5.41093294482664	4.19146202249951	4.33838429890837	4.01177389317719	3.62982593773218	3.35101675627545	5.18882952805894	3.17817835226638	3.83335648523203	4.95831038121964	4.56330110383213	3.26428999375311	3.34806870624045	4.52442254718331	3.08598792707098	3.04436031081514	3.57612390975887
ENSG00000137812.15	3.29331557414851	1.23401994691734	3.35834597033645	7.04140057398928	2.89457366795709	6.28957827978892	1.49659560783228	9.34362098670034	6.42084112752375	2.14674676163058	2.60687347737919	10.6324721617106	5.49888975530231	0.942760289981238	3.55241755149466	7.78101684544153	6.72455593563216	3.50657330463739	3.12205050139611	5.82369089241191	4.06530970428534	14.6495674256378	5.84315496510226	8.733829927331	5.14221783104756
ENSG00000238559.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265814.1	0	0.16590205471922	0.05808385168153	0	0.0290587397396707	0	0.0199965911914978	0	0	0	0	0	0.0229274560992833	0	0	0	0	0	0	0.03823380353998	0	0.048254810957604	0.0828699334496956	0	0.0488406294126062
ENSG00000259254.1	0.0462655897215857	0.0842370897992939	0.132714847156054	0.22498715359524	0	0.241855128050797	0	0.0958950525710746	0.139665653230713	0.0593785702901807	0.0962226520671555	0.321317480854956	0.186263364279449	0.0260463309622206	0.129649616126341	0.166646655103065	0.0529130016844457	0.156217770614108	0.0673371075409062	0.11647972706366	0.0468822633284107	0.735044213423968	0.126232107929187	0.476532249009525	0.173592469656434
ENSG00000245849.2	2.16302543644102	7.27856137237484	2.91617922799663	1.7481403871874	2.04250729031023	2.44051218246542	3.02422502796981	6.84897618690262	2.39375071232922	1.01769827900647	2.73723942902829	1.11136920140796	1.40966003078353	2.58734054394408	6.15909936824992	3.48826036172339	1.44484317276437	7.01837809534942	4.491774167114	7.7078536370015	3.82267360327786	3.99558939410274	3.74453853179093	6.32745878279679	6.36039767443672
ENSG00000051180.12	0.822729201503796	0.891948088461612	1.69029486087962	2.11793436369173	0.973280010868496	1.78717676878892	0.406245801628459	4.59301462588674	2.78849981122547	0.63140803140561	1.12435648000511	3.69412618318736	2.58491651748203	0.586792995830677	1.26514632643739	3.18669382288527	2.73937059820825	1.89578422012455	0.876840623902384	1.50451285603009	1.81244242742408	3.74469468365932	1.74044227327864	3.93847091447242	1.25146649448438
ENSG00000137824.11	4.71018805142848	4.16899471138476	5.07216042238678	3.10655677420807	4.8324331891049	3.69706350806473	3.35409385314285	6.27231274928955	6.91300376419884	3.30817823424672	3.99355992490215	3.63453900395267	3.94201606948162	2.93028863038795	6.15394915711732	4.96870330011832	3.14193968899274	4.14548322536164	3.52453270649434	6.31318298553991	3.98535908032068	5.22372954145392	3.18631167073662	5.91750340189955	6.2980344991515
ENSG00000271236.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000137880.4	1.08253612680147	2.7930462665499	1.21922905148378	0.157695880861744	0.42324272989043	0.197248753877923	0.784666761482986	1.85273757227084	0.34564737202421	0.704698192600144	2.83595656818463	0.159801554624364	0.451801342231135	3.54236915038054	0.443786166159455	0.972937449819514	0.267852604995166	0.984100435941853	0.97147760316864	0.399642019735749	0.300610666887991	0.471312849470803	0.269801523029813	1.4358745240173	0.284546976329297
ENSG00000104129.5	2.45900262136543	4.56776268746202	3.34962150490248	2.90944728341217	2.44911717481134	3.02480478237426	3.06915819993657	4.28664682841994	4.36174064697217	3.15070546007706	3.28567887020954	3.26451747304058	2.09082062143899	2.63595293920849	4.03366205485777	3.47906149479915	2.92065630160999	3.69428179524203	3.09190128839164	8.04400455649223	2.97521685097914	3.73349075913296	2.39136111828304	3.78469174540027	4.93613284147714
ENSG00000188277.8	0.0704502983929498	0.384812653280316	0.183717937310594	0.0467176544286293	0.0490198136775451	0.0251101098740868	0.054815605310456	0.129429378802167	0.0902253234016248	0.0452089557299887	0.209792486478812	0.0210695524881276	0.0580152289546451	0.083830404440982	0.0730718503307072	0.0484448867792571	0.0302147080041161	0.291941781381054	0.136327158164306	0.310393864231612	0.0243372715064989	0.0915773394269862	0.0524231530715982	0.3604605537492	0.025746971642058
ENSG00000166140.13	2.62394467484768	2.831326330428	2.4982594742947	2.09643282988885	1.91584598218918	1.68288969260487	1.6710097029443	3.19270478206527	3.54177771910705	1.62873301621471	1.91741235948454	1.42232244228553	1.94973710160622	1.81394614209172	2.63804478227162	2.80918423846674	2.05221538287295	3.10032190911077	1.71529595377067	3.56148238640988	1.41550570952773	1.8620200693528	1.41046026036074	3.25404727261865	2.83594076835534
ENSG00000166143.5	0	0	0	0	0.0263743296020568	0	0	0.157130576903412	0	0.005896717141981	0	0	0.00693648209932127	0.0155195228366118	0	0	0	0	0.0200611706068751	0	0.125705098670404	0.0145990305668502	0	0	0
ENSG00000261183.1	0.199102602417671	0.122786266487106	0.122824609689757	0.00720763464674637	0.4362798035814	0	0.00845699256202167	0.00499211532754989	0	0.0206075748384001	0.00667889271813993	0.00704302366599368	0.0436343353366505	0.63457186959289	0.107989026507171	0.263729428027513	0.0330546112217603	0.0289152074744435	0.708099414165026	0.0323398112267143	0	0.0102040036084683	0.0262856205373126	0.0992294755806759	0.0826230502411804
ENSG00000166145.10	0.343864126561883	0.184795556072106	0.275764704247688	0.124480893885123	1.11006492098359	0.0347915377959887	0.132912943180287	0.127601640903747	0.113850674671481	0.0512506422131028	0.0184558641266247	0.128936223884808	0.120575280696091	0.831797966095426	0.388995319626192	0.349999788370351	0.138913224661953	0.0998771732947743	1.87678486936217	0.122876857320571	0.040464869602665	0.0599182960705794	0.0453971060018544	0.308477246222503	0.13199360510895
ENSG00000104140.6	0.0560071420441952	0.0573602705319532	0.352557056335574	0.141417596385693	0.428671801719764	0.0304978607219481	0.0092183698982506	0.0906925350562216	0.131501424429934	0.0718811548850047	0.00970691856630542	0.066534886913877	0.162065513729362	0.949858514116688	0.128921796748003	0.141214713954785	0.120101651917188	0.105061413668139	0.137557270126086	0.146880594244498	0.0283768303547917	0.0222453263417459	0.0764055925999539	0.0721086922254882	0.240164127269965
ENSG00000264256.1	0.162401661879852	0	0	0	0	0	0	0	0	0	0	0	0.183887556061598	0	0	0.087744565339981	0	0	0	0	0	0	0	0	0
ENSG00000104142.6	7.21085037649336	5.10184670150433	8.13704697192251	6.14024252093243	8.95969435742088	5.41435322969535	6.41787359475802	7.95876832335064	13.2799074807285	6.94537160942706	7.36976635427463	6.89656217113652	7.19682031584521	5.48848749196157	11.4925101137595	6.84052210572677	5.70978202888937	6.99442015289961	5.57788734730056	10.0642626707254	4.46304326116635	5.32063814334414	3.10744853685696	5.56969238238307	6.79158565157198
ENSG00000251161.2	0.175636432287717	0.387433406224596	0.568413108815516	0.151617306066532	0.995298837874563	0.300163155526541	0.0889491832287339	0.210024818024934	0.570993027129977	0.199407151161252	0.1264453865874	0.207416449083746	0.316157552526959	0.171136334166033	0.470549807352552	0.554772090536654	0.417195211922862	0.456187717243237	0.25071354301733	1.17349864243762	0.266966232943106	0.343436617205902	0.221174083841972	0.357832608036257	0.760388067425465
ENSG00000128917.5	2.26760201826094	0.455844014333382	0.710924193960523	3.08018266628706	0.529066071667022	0.231350826938422	0.713717316031117	1.13745347738224	3.10969127739874	0.799522384792828	0.378693217118534	4.80131727090372	0.615971367169049	0.476945844293374	0.629711010819938	0.723260605745191	0.765007658463614	2.3814384155905	0.785832604804182	1.63204878593815	0.597093300365271	0.72053020480297	0.630197752382071	0.394437165433187	0.401238187733732
ENSG00000259405.1	0.0593856823291995	0	0	0	0	0.232830682974275	0	0	0	0.0381086346638473	0	0.0651216889713893	0.0448283096866583	0	0	0	0	0	0.0648245289013202	0.0747556457274235	0.0902658502890295	0	0	0	0.190988729941833
ENSG00000128965.7	0.438429059887245	0.169542031541436	0.6158417545912	0.274308306982487	0.41574824910819	0.045635267945226	0.633495128843862	0.123644303522285	1.42893421130828	0.898813794845905	0.0968325469851823	0.353136725860455	0.626765776974458	0.786342668542515	0.0465969227005587	0.226398946747528	0.422659047584726	0.296948325223893	0.584463768134185	0.898671477842688	0.14153826159411	0.486971271185026	0.142911240668734	0.145578494403829	0.26203914483487
ENSG00000128908.11	5.89281399463837	5.49836166082158	6.93313663938726	5.16157275633736	5.99823098089138	6.87387169470635	5.58195691548397	7.38806164861846	8.6125692582107	4.79349466552428	6.02054186496831	4.63810521372049	4.46456474267717	4.46176545895264	8.71087616363562	4.92840732268875	4.93978402551779	6.57115404352223	5.57302408433078	11.7924846232334	6.42892586877463	7.66424544086596	5.60597259239784	7.17418922360118	8.9103022699467
ENSG00000259617.1	0	0	0.0608718765622434	0	0	0	0.0104782137843449	0.0123704617816686	0	0	0	0	0	0	0	0	0	0.0179129710304178	0.0173729737455538	0.0200345130549495	0.0241912478774599	0.050571041883569	0	0	0.0255924898122056
ENSG00000259463.1	0	0	0.0183791897832861	0	0	0	0	0	0	0	0	0	0	0	0.0461692214777034	0	0	0	0	0	0	0	0	0.0424241960815933	0
ENSG00000259521.1	0.0447060754613075	0	0.0534338804092727	0.012542499055223	0.0106929632188114	0.0292128385005177	0.0515080733780997	0.0173742440753773	0.0224929703704893	0.0286885227244693	0.0232447979712791	0	0.00843678862080367	0.00943813678125409	0.0268455866457432	0.0603860070457734	0.0575205945277541	0.0503173343551061	0.0244002440246542	0.0422075415483487	0	0	0	0	0.0179722540816051
ENSG00000259547.1	0	0	0.025279018505915	0	0	0	0	0	0	0.0169653057971945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000157021.9	1.29647618837792	0.97677164800979	1.10287529164739	1.26428390476647	0.949535133830454	1.1568284046205	0.947748550157034	1.5150340833729	0.92671037926416	0.407377022687465	0.325427171597908	1.78448061869016	0.769435122217295	1.44969780960063	0.386576447698703	1.45892593022589	1.28846131742169	1.47932963004012	1.10289102991437	1.10302375246351	1.79395770776669	1.57679372165061	1.17098009332963	2.26945615218501	1.12146865469216
ENSG00000178997.7	0.00434727201972834	0.053427621555302	0.0187055070015088	0.00243929509077267	0.00831837182386641	0.00284069120627814	0.00858635382492067	0.00168949218542319	0.00437448645282393	0.00278970611579106	0.00452070367537578	0.00715075634157294	0.0328161349249507	0.0110133079293957	0.00522099363337044	0.0281856347554815	0	0.00244645875859298	0	0.00273620773763309	0	0	0.00593059889751987	0	0.0104858603437062
